sepal_length,sepal_width,petal_length
0.33333333333333326,0.631421524122282,0.03448275862068964
0.33333333333333326,0.1262843048244563,0.49999999999999994
0.38888888888888884,0.21047384137409386,0.6724137931034482
0.13888888888888884,0.5893267558474631,0.13793103448275856
0.4722222222222223,0.29466337792373154,0.6896551724137929
0.33333333333333326,0.2525686096489128,0.5689655172413792
0.9444444444444442,0.33675814619855027,0.9655172413793103
0.36111111111111094,0.42094768274818795,0.586206896551724
0.6111111111111112,0.33675814619855027,0.6034482758620687
0.5833333333333335,0.5051372192978256,0.7241379310344827
0.2222222222222221,0.5893267558474631,0.06896551724137928
0.2222222222222221,0.5472319875726444,0.10344827586206895
0.19444444444444442,0.6735162923971008,0.05172413793103445
0.4722222222222223,0.08418953654963768,0.6724137931034482
0.4166666666666665,0.29466337792373154,0.4827586206896551
0.8055555555555556,0.42094768274818795,0.8103448275862069
0.33333333333333326,0.16837907309927513,0.4655172413793102
0.6666666666666667,0.42094768274818795,0.7068965517241379
0.5555555555555556,0.29466337792373154,0.6551724137931034
0.4722222222222223,0.5893267558474631,0.586206896551724
0.16666666666666674,0.4630424510230067,0.06896551724137928
0.4166666666666665,0.33675814619855027,0.6896551724137929
0.5277777777777779,0.08418953654963768,0.586206896551724
0.19444444444444442,0.631421524122282,0.08620689655172414
0.7222222222222223,0.5051372192978256,0.7931034482758621
0.25,0.8839901337711946,0.06896551724137928
0.8055555555555556,0.6735162923971008,0.8620689655172411
0.2222222222222221,0.21047384137409386,0.32758620689655166
0.6666666666666667,0.4630424510230067,0.6206896551724137
0.13888888888888884,0.4630424510230067,0.08620689655172414
0.5277777777777779,0.3788529144733692,0.5517241379310345
0.6111111111111112,0.5051372192978256,0.6896551724137929
0.2222222222222221,0.7577058289467382,0.13793103448275856
0.0,0.42094768274818795,0.0
0.6666666666666667,0.5472319875726444,0.7931034482758621
0.9444444444444442,0.2525686096489128,1.0
0.6944444444444444,0.42094768274818795,0.7586206896551724
0.5555555555555556,0.1262843048244563,0.5689655172413792
0.5277777777777779,0.33675814619855027,0.6379310344827585
0.3055555555555556,0.7998005972215572,0.10344827586206895
0.6944444444444444,0.5051372192978256,0.8275862068965516
0.38888888888888884,0.3788529144733692,0.5344827586206897
0.8055555555555556,0.5051372192978256,0.8448275862068964
0.7777777777777777,0.42094768274818795,0.8275862068965516
0.2777777777777777,0.7156110606719195,0.06896551724137928
0.5833333333333335,0.3788529144733692,0.5517241379310345
0.4999999999999998,0.33675814619855027,0.6206896551724137
0.38888888888888884,0.42094768274818795,0.5344827586206897
0.36111111111111094,0.42094768274818795,0.5172413793103448
0.6666666666666667,0.4630424510230067,0.5689655172413792
0.25,0.631421524122282,0.06896551724137928
0.5833333333333335,0.33675814619855027,0.7758620689655171
0.4722222222222223,0.08418953654963768,0.49999999999999994
0.44444444444444464,0.42094768274818795,0.5344827586206897
0.13888888888888884,0.5893267558474631,0.08620689655172414
0.16666666666666674,0.4630424510230067,0.06896551724137928
0.11111111111111116,0.5051372192978256,0.03448275862068964
0.33333333333333326,0.9260849020460136,0.05172413793103445
0.7222222222222223,0.4630424510230067,0.6551724137931034
0.08333333333333326,0.4630424510230067,0.06896551724137928
